[0.000000] (-) TimerEvent: {}
[0.000393] (articubot_one) JobQueued: {'identifier': 'articubot_one', 'dependencies': OrderedDict()}
[0.000442] (articubot_one) JobStarted: {'identifier': 'articubot_one'}
[0.028432] (articubot_one) JobProgress: {'identifier': 'articubot_one', 'progress': 'cmake'}
[0.030297] (articubot_one) JobProgress: {'identifier': 'articubot_one', 'progress': 'build'}
[0.030470] (articubot_one) Command: {'cmd': ['/usr/bin/cmake', '--build', '/code/build/articubot_one', '--', '-j12', '-l12'], 'cwd': '/code/build/articubot_one', 'env': OrderedDict([('HOSTNAME', 'd886400899b1'), ('SHLVL', '1'), ('LD_LIBRARY_PATH', '/opt/ros/humble/opt/rviz_ogre_vendor/lib:/opt/ros/humble/lib/aarch64-linux-gnu:/opt/ros/humble/lib'), ('HOME', '/root'), ('OLDPWD', '/code'), ('ROS_PYTHON_VERSION', '3'), ('COLCON_PREFIX_PATH', '/code/install'), ('ROS_DISTRO', 'humble'), ('_', '/usr/bin/colcon'), ('ROS_VERSION', '2'), ('TERM', 'xterm'), ('ROS_LOCALHOST_ONLY', '0'), ('PATH', '/opt/ros/humble/bin:/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin'), ('DISPLAY', ':99'), ('LANG', 'C.UTF-8'), ('LS_COLORS', 'rs=0:di=01;34:ln=01;36:mh=00:pi=40;33:so=01;35:do=01;35:bd=40;33;01:cd=40;33;01:or=40;31;01:mi=00:su=37;41:sg=30;43:ca=30;41:tw=30;42:ow=34;42:st=37;44:ex=01;32:*.tar=01;31:*.tgz=01;31:*.arc=01;31:*.arj=01;31:*.taz=01;31:*.lha=01;31:*.lz4=01;31:*.lzh=01;31:*.lzma=01;31:*.tlz=01;31:*.txz=01;31:*.tzo=01;31:*.t7z=01;31:*.zip=01;31:*.z=01;31:*.dz=01;31:*.gz=01;31:*.lrz=01;31:*.lz=01;31:*.lzo=01;31:*.xz=01;31:*.zst=01;31:*.tzst=01;31:*.bz2=01;31:*.bz=01;31:*.tbz=01;31:*.tbz2=01;31:*.tz=01;31:*.deb=01;31:*.rpm=01;31:*.jar=01;31:*.war=01;31:*.ear=01;31:*.sar=01;31:*.rar=01;31:*.alz=01;31:*.ace=01;31:*.zoo=01;31:*.cpio=01;31:*.7z=01;31:*.rz=01;31:*.cab=01;31:*.wim=01;31:*.swm=01;31:*.dwm=01;31:*.esd=01;31:*.jpg=01;35:*.jpeg=01;35:*.mjpg=01;35:*.mjpeg=01;35:*.gif=01;35:*.bmp=01;35:*.pbm=01;35:*.pgm=01;35:*.ppm=01;35:*.tga=01;35:*.xbm=01;35:*.xpm=01;35:*.tif=01;35:*.tiff=01;35:*.png=01;35:*.svg=01;35:*.svgz=01;35:*.mng=01;35:*.pcx=01;35:*.mov=01;35:*.mpg=01;35:*.mpeg=01;35:*.m2v=01;35:*.mkv=01;35:*.webm=01;35:*.webp=01;35:*.ogm=01;35:*.mp4=01;35:*.m4v=01;35:*.mp4v=01;35:*.vob=01;35:*.qt=01;35:*.nuv=01;35:*.wmv=01;35:*.asf=01;35:*.rm=01;35:*.rmvb=01;35:*.flc=01;35:*.avi=01;35:*.fli=01;35:*.flv=01;35:*.gl=01;35:*.dl=01;35:*.xcf=01;35:*.xwd=01;35:*.yuv=01;35:*.cgm=01;35:*.emf=01;35:*.ogv=01;35:*.ogx=01;35:*.aac=00;36:*.au=00;36:*.flac=00;36:*.m4a=00;36:*.mid=00;36:*.midi=00;36:*.mka=00;36:*.mp3=00;36:*.mpc=00;36:*.ogg=00;36:*.ra=00;36:*.wav=00;36:*.oga=00;36:*.opus=00;36:*.spx=00;36:*.xspf=00;36:'), ('AMENT_PREFIX_PATH', '/code/install/articubot_one:/opt/ros/humble'), ('PWD', '/code/build/articubot_one'), ('LC_ALL', 'C.UTF-8'), ('PYTHONPATH', '/opt/ros/humble/lib/python3.10/site-packages:/opt/ros/humble/local/lib/python3.10/dist-packages'), ('COLCON', '1'), ('CMAKE_PREFIX_PATH', '/code/install/articubot_one:/opt/ros/humble')]), 'shell': False}
[0.097951] (-) TimerEvent: {}
[0.099321] (articubot_one) CommandEnded: {'returncode': 0}
[0.104051] (articubot_one) JobProgress: {'identifier': 'articubot_one', 'progress': 'install'}
[0.119252] (articubot_one) Command: {'cmd': ['/usr/bin/cmake', '--install', '/code/build/articubot_one'], 'cwd': '/code/build/articubot_one', 'env': OrderedDict([('HOSTNAME', 'd886400899b1'), ('SHLVL', '1'), ('LD_LIBRARY_PATH', '/opt/ros/humble/opt/rviz_ogre_vendor/lib:/opt/ros/humble/lib/aarch64-linux-gnu:/opt/ros/humble/lib'), ('HOME', '/root'), ('OLDPWD', '/code'), ('ROS_PYTHON_VERSION', '3'), ('COLCON_PREFIX_PATH', '/code/install'), ('ROS_DISTRO', 'humble'), ('_', '/usr/bin/colcon'), ('ROS_VERSION', '2'), ('TERM', 'xterm'), ('ROS_LOCALHOST_ONLY', '0'), ('PATH', '/opt/ros/humble/bin:/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin'), ('DISPLAY', ':99'), ('LANG', 'C.UTF-8'), ('LS_COLORS', 'rs=0:di=01;34:ln=01;36:mh=00:pi=40;33:so=01;35:do=01;35:bd=40;33;01:cd=40;33;01:or=40;31;01:mi=00:su=37;41:sg=30;43:ca=30;41:tw=30;42:ow=34;42:st=37;44:ex=01;32:*.tar=01;31:*.tgz=01;31:*.arc=01;31:*.arj=01;31:*.taz=01;31:*.lha=01;31:*.lz4=01;31:*.lzh=01;31:*.lzma=01;31:*.tlz=01;31:*.txz=01;31:*.tzo=01;31:*.t7z=01;31:*.zip=01;31:*.z=01;31:*.dz=01;31:*.gz=01;31:*.lrz=01;31:*.lz=01;31:*.lzo=01;31:*.xz=01;31:*.zst=01;31:*.tzst=01;31:*.bz2=01;31:*.bz=01;31:*.tbz=01;31:*.tbz2=01;31:*.tz=01;31:*.deb=01;31:*.rpm=01;31:*.jar=01;31:*.war=01;31:*.ear=01;31:*.sar=01;31:*.rar=01;31:*.alz=01;31:*.ace=01;31:*.zoo=01;31:*.cpio=01;31:*.7z=01;31:*.rz=01;31:*.cab=01;31:*.wim=01;31:*.swm=01;31:*.dwm=01;31:*.esd=01;31:*.jpg=01;35:*.jpeg=01;35:*.mjpg=01;35:*.mjpeg=01;35:*.gif=01;35:*.bmp=01;35:*.pbm=01;35:*.pgm=01;35:*.ppm=01;35:*.tga=01;35:*.xbm=01;35:*.xpm=01;35:*.tif=01;35:*.tiff=01;35:*.png=01;35:*.svg=01;35:*.svgz=01;35:*.mng=01;35:*.pcx=01;35:*.mov=01;35:*.mpg=01;35:*.mpeg=01;35:*.m2v=01;35:*.mkv=01;35:*.webm=01;35:*.webp=01;35:*.ogm=01;35:*.mp4=01;35:*.m4v=01;35:*.mp4v=01;35:*.vob=01;35:*.qt=01;35:*.nuv=01;35:*.wmv=01;35:*.asf=01;35:*.rm=01;35:*.rmvb=01;35:*.flc=01;35:*.avi=01;35:*.fli=01;35:*.flv=01;35:*.gl=01;35:*.dl=01;35:*.xcf=01;35:*.xwd=01;35:*.yuv=01;35:*.cgm=01;35:*.emf=01;35:*.ogv=01;35:*.ogx=01;35:*.aac=00;36:*.au=00;36:*.flac=00;36:*.m4a=00;36:*.mid=00;36:*.midi=00;36:*.mka=00;36:*.mp3=00;36:*.mpc=00;36:*.ogg=00;36:*.ra=00;36:*.wav=00;36:*.oga=00;36:*.opus=00;36:*.spx=00;36:*.xspf=00;36:'), ('AMENT_PREFIX_PATH', '/code/install/articubot_one:/opt/ros/humble'), ('PWD', '/code/build/articubot_one'), ('LC_ALL', 'C.UTF-8'), ('PYTHONPATH', '/opt/ros/humble/lib/python3.10/site-packages:/opt/ros/humble/local/lib/python3.10/dist-packages'), ('COLCON', '1'), ('CMAKE_PREFIX_PATH', '/code/install/articubot_one:/opt/ros/humble')]), 'shell': False}
[0.128437] (articubot_one) StdoutLine: {'line': b'-- Install configuration: ""\n'}
[0.129520] (articubot_one) StdoutLine: {'line': b'-- Execute custom install script\n'}
[0.131066] (articubot_one) StdoutLine: {'line': b'-- Up-to-date symlink: /code/install/articubot_one/share/articubot_one/config/ball_tracker_params_robot.yaml\n'}
[0.131163] (articubot_one) StdoutLine: {'line': b'-- Up-to-date symlink: /code/install/articubot_one/share/articubot_one/config/ball_tracker_params_sim.yaml\n'}
[0.131361] (articubot_one) StdoutLine: {'line': b'-- Up-to-date symlink: /code/install/articubot_one/share/articubot_one/config/drive_bot.rviz\n'}
[0.131407] (articubot_one) StdoutLine: {'line': b'-- Up-to-date symlink: /code/install/articubot_one/share/articubot_one/config/empty.yaml\n'}
[0.131445] (articubot_one) StdoutLine: {'line': b'-- Up-to-date symlink: /code/install/articubot_one/share/articubot_one/config/gaz_ros2_ctl_use_sim.yaml\n'}
[0.131479] (articubot_one) StdoutLine: {'line': b'-- Up-to-date symlink: /code/install/articubot_one/share/articubot_one/config/gazebo_params.yaml\n'}
[0.131777] (articubot_one) StdoutLine: {'line': b'-- Up-to-date symlink: /code/install/articubot_one/share/articubot_one/config/joystick.yaml\n'}
[0.132059] (articubot_one) StdoutLine: {'line': b'-- Up-to-date symlink: /code/install/articubot_one/share/articubot_one/config/main.rviz\n'}
[0.132141] (articubot_one) StdoutLine: {'line': b'-- Up-to-date symlink: /code/install/articubot_one/share/articubot_one/config/map.rviz\n'}
[0.132192] (articubot_one) StdoutLine: {'line': b'-- Up-to-date symlink: /code/install/articubot_one/share/articubot_one/config/mapper_params_online_async.yaml\n'}
[0.132252] (articubot_one) StdoutLine: {'line': b'-- Up-to-date symlink: /code/install/articubot_one/share/articubot_one/config/my_controllers.yaml\n'}
[0.132534] (articubot_one) StdoutLine: {'line': b'-- Up-to-date symlink: /code/install/articubot_one/share/articubot_one/config/nav2_params.yaml\n'}
[0.132579] (articubot_one) StdoutLine: {'line': b'-- Up-to-date symlink: /code/install/articubot_one/share/articubot_one/config/twist_mux.yaml\n'}
[0.132615] (articubot_one) StdoutLine: {'line': b'-- Up-to-date symlink: /code/install/articubot_one/share/articubot_one/config/view_bot.rviz\n'}
[0.132747] (articubot_one) StdoutLine: {'line': b'-- Up-to-date symlink: /code/install/articubot_one/share/articubot_one/description/.lidar.xacro.swp\n'}
[0.133036] (articubot_one) StdoutLine: {'line': b'-- Up-to-date symlink: /code/install/articubot_one/share/articubot_one/description/camera.xacro\n'}
[0.133498] (articubot_one) StdoutLine: {'line': b'-- Up-to-date symlink: /code/install/articubot_one/share/articubot_one/description/depth_camera.xacro\n'}
[0.133580] (articubot_one) StdoutLine: {'line': b'-- Up-to-date symlink: /code/install/articubot_one/share/articubot_one/description/face.xacro\n'}
[0.133619] (articubot_one) StdoutLine: {'line': b'-- Up-to-date symlink: /code/install/articubot_one/share/articubot_one/description/gazebo_control.xacro\n'}
[0.133979] (articubot_one) StdoutLine: {'line': b'-- Up-to-date symlink: /code/install/articubot_one/share/articubot_one/description/inertial_macros.xacro\n'}
[0.134394] (articubot_one) StdoutLine: {'line': b'-- Up-to-date symlink: /code/install/articubot_one/share/articubot_one/description/lidar.xacro\n'}
[0.134659] (articubot_one) StdoutLine: {'line': b'-- Up-to-date symlink: /code/install/articubot_one/share/articubot_one/description/robot.urdf.xacro\n'}
[0.134903] (articubot_one) StdoutLine: {'line': b'-- Up-to-date symlink: /code/install/articubot_one/share/articubot_one/description/robot_core.xacro\n'}
[0.135101] (articubot_one) StdoutLine: {'line': b'-- Up-to-date symlink: /code/install/articubot_one/share/articubot_one/description/ros2_control.xacro\n'}
[0.135915] (articubot_one) StdoutLine: {'line': b'-- Up-to-date symlink: /code/install/articubot_one/share/articubot_one/launch/.launch_sim.launch.py.swp\n'}
[0.136044] (articubot_one) StdoutLine: {'line': b'-- Up-to-date symlink: /code/install/articubot_one/share/articubot_one/launch/ball_tracker.launch.py\n'}
[0.136193] (articubot_one) StdoutLine: {'line': b'-- Up-to-date symlink: /code/install/articubot_one/share/articubot_one/launch/camera.launch.py\n'}
[0.136323] (articubot_one) StdoutLine: {'line': b'-- Up-to-date symlink: /code/install/articubot_one/share/articubot_one/launch/joystick.launch.py\n'}
[0.136376] (articubot_one) StdoutLine: {'line': b'-- Up-to-date symlink: /code/install/articubot_one/share/articubot_one/launch/launch_robot.launch.py\n'}
[0.136490] (articubot_one) StdoutLine: {'line': b'-- Up-to-date symlink: /code/install/articubot_one/share/articubot_one/launch/launch_sim.launch.py\n'}
[0.136529] (articubot_one) StdoutLine: {'line': b'-- Up-to-date symlink: /code/install/articubot_one/share/articubot_one/launch/localization_launch.py\n'}
[0.136831] (articubot_one) StdoutLine: {'line': b'-- Up-to-date symlink: /code/install/articubot_one/share/articubot_one/launch/navigation_launch.py\n'}
[0.136890] (articubot_one) StdoutLine: {'line': b'-- Up-to-date symlink: /code/install/articubot_one/share/articubot_one/launch/online_async_launch.py\n'}
[0.137110] (articubot_one) StdoutLine: {'line': b'-- Up-to-date symlink: /code/install/articubot_one/share/articubot_one/launch/rplidar.launch.py\n'}
[0.137153] (articubot_one) StdoutLine: {'line': b'-- Up-to-date symlink: /code/install/articubot_one/share/articubot_one/launch/rsp.launch.py\n'}
[0.137344] (articubot_one) StdoutLine: {'line': b'-- Up-to-date symlink: /code/install/articubot_one/share/articubot_one/worlds/empty.world\n'}
[0.137382] (articubot_one) StdoutLine: {'line': b'-- Up-to-date symlink: /code/install/articubot_one/share/articubot_one/worlds/obstacles.sdf\n'}
[0.137541] (articubot_one) StdoutLine: {'line': b'-- Up-to-date symlink: /code/install/articubot_one/share/ament_index/resource_index/package_run_dependencies/articubot_one\n'}
[0.137985] (articubot_one) StdoutLine: {'line': b'-- Up-to-date symlink: /code/install/articubot_one/share/ament_index/resource_index/parent_prefix_path/articubot_one\n'}
[0.138144] (articubot_one) StdoutLine: {'line': b'-- Up-to-date symlink: /code/install/articubot_one/share/articubot_one/environment/ament_prefix_path.sh\n'}
[0.138210] (articubot_one) StdoutLine: {'line': b'-- Up-to-date symlink: /code/install/articubot_one/share/articubot_one/environment/ament_prefix_path.dsv\n'}
[0.138334] (articubot_one) StdoutLine: {'line': b'-- Up-to-date symlink: /code/install/articubot_one/share/articubot_one/environment/path.sh\n'}
[0.138563] (articubot_one) StdoutLine: {'line': b'-- Up-to-date symlink: /code/install/articubot_one/share/articubot_one/environment/path.dsv\n'}
[0.138711] (articubot_one) StdoutLine: {'line': b'-- Up-to-date symlink: /code/install/articubot_one/share/articubot_one/local_setup.bash\n'}
[0.138759] (articubot_one) StdoutLine: {'line': b'-- Up-to-date symlink: /code/install/articubot_one/share/articubot_one/local_setup.sh\n'}
[0.138805] (articubot_one) StdoutLine: {'line': b'-- Up-to-date symlink: /code/install/articubot_one/share/articubot_one/local_setup.zsh\n'}
[0.138871] (articubot_one) StdoutLine: {'line': b'-- Up-to-date symlink: /code/install/articubot_one/share/articubot_one/local_setup.dsv\n'}
[0.138932] (articubot_one) StdoutLine: {'line': b'-- Symlinking: /code/install/articubot_one/share/articubot_one/package.dsv\n'}
[0.157777] (articubot_one) StdoutLine: {'line': b'-- Up-to-date symlink: /code/install/articubot_one/share/ament_index/resource_index/packages/articubot_one\n'}
[0.158098] (articubot_one) StdoutLine: {'line': b'-- Up-to-date symlink: /code/install/articubot_one/share/articubot_one/cmake/articubot_oneConfig.cmake\n'}
[0.158154] (articubot_one) StdoutLine: {'line': b'-- Up-to-date symlink: /code/install/articubot_one/share/articubot_one/cmake/articubot_oneConfig-version.cmake\n'}
[0.158529] (articubot_one) StdoutLine: {'line': b'-- Up-to-date symlink: /code/install/articubot_one/share/articubot_one/package.xml\n'}
[0.161089] (articubot_one) CommandEnded: {'returncode': 0}
[0.190424] (articubot_one) JobEnded: {'identifier': 'articubot_one', 'rc': 0}
[0.191488] (-) EventReactorShutdown: {}
